ID,Fight_Num,Event_Card,Event_Weight,Red_Event_fighter_image,Red_Fighter_Name,Red_Fighter_Nickname,Blue_Fighter_Name,Blue_Event_fighter_image,Blue_Fighter_Nickname
8,68, prelims, Featherweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/JENKINS_JACK_L_08-17.png?itok=Ie31bGbD, Jack Jenkins," ""Phar""", Herbert Burns, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/BURNS_HERBERT_R_08-17.png?itok=Z6qkPAHX," ""The Blaze"""
8,69, early_prelims, Lightweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/NOLAN_TOM_L_08-17.png?itok=js0D28mZ, Tom Nolan," ""Big Train """, Alex Reyes, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/REYES_ALEX_R_08-17.png?itok=Mvu5JbMF," ""The Executioner"""
8,70, early_prelims, Welterweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2023-03/KENAN_SONG_L_03-05.png?itok=fc9tBs6g, Song Kenan," ""The Assassin""", Ricky Glenn, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/GLENN_RICKY_R_08-17.png?itok=EseEMK2N," ""The Gladiator"""
8,71, early_prelims, Flyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/NICOLL_STEWART_L_08-17.png?itok=lWcOINaa, Stewart Nicoll," ""Kakamora""", Jesus Aguilar, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/AGUILLAR_JESUS_R_08-17.png?itok=IHCavej2, 
9,72, main_card, Heavyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/TYBURA_MARCIN_L_08-10.png?itok=4QtNuzdf, Marcin Tybura," ""Tybur""", Serghei Spivac, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2023-08/SPIVAC_SERGHEI_R_09-02.png?itok=edWQEXXr," ""Polar Bear"""
9,73, main_card, Featherweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/JACKSON_DAMON_L_08-10.png?itok=GXBdEEFN, Damon Jackson," ""The Leech""", Chepe Mariscal, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/MARISCAL_CHEPE_R_08-10.png?itok=tabU2xAZ, 
9,74, main_card, Welterweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/BARLOW_DANNY_L_08-10.png?itok=Mglv4KwF, Danny Barlow," ""LeftHand2God""", Nikolay Veretennikov, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/VERETENNIKOV_NIKOLAY_R_08-10.png?itok=lRWw0LXp, 
9,75, main_card, Bantamweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/GUTIERREZ_CHRIS_L_08-10.png?itok=tZs9gTxH, Chris Gutierrez," ""El Guapo""", Quang Le, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/LE_QUANG_R_08-10.png?itok=tUIRouEJ," ""Bang"""
9,76, main_card, Women's Bantamweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/SANTOS_YANA_L_08-10.png?itok=CEFmAT9K, Yana Santos, , Chelsea Chandler, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/CHANDLER_CHELSEA_R_08-10.png?itok=6FoL0_16, 
9,77, main_card, Bantamweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/KAZAMA_TOSHIOMI_L_08-10.png?itok=Tm-XwSsB, Toshiomi Kazama, , Charalampos Grigoriou, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/GRIGORIOU_CHARALAMPOS_R_08-10.png?itok=Ae0jeI4Z," ""Ferocious """
9,78, prelims, Women's Bantamweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/ROSA_KAROL_L_08-10.png?itok=G-kHu2an, Karol Rosa, , Pannie Kianzad, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/KIANZAD_PANNIE_R_08-10.png?itok=faMM-sB1," ""Banzai"""
9,79, prelims, Heavyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/DINIZ_JHONATA_L_08-10.png?itok=R9mI7jbH, Jhonata Diniz, , Karl Williams, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/WILLIAMS_KARL_R_08-10.png?itok=2uQ_ELn1, 
9,80, prelims, Featherweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/ZALAL_YOUSSEF_L_08-10.png?itok=h16kdmf-, Youssef Zalal," ""The Moroccan Devil""", Jarno Errens, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/ERRENS_JARNO_R_08-10.png?itok=2w0hJ8-v, 
9,81, prelims, Women's Strawweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/LUCIANO_STEPHANIE_L_08-10.png?itok=MVHb0kBl, Stephanie Luciano," ""Rondinha""", Talita Alencar, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/ALENCAR_TALITA_R_08-10.png?itok=CNY-xw1h," ""Problem Child """
10,82, main_card, Bantamweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/SANDHAGEN_CORY_L_08-03.png?itok=JUtVuoQh, Cory Sandhagen, , Umar Nurmagomedov, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/NURMAGOMEDOV_UMAR_R_08-03.png?itok=Yn4LaKIS, 
10,83, main_card, Middleweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/MAGOMEDOV_SHARA_L_08-03.png?itok=LiGTDmJ3, Shara Magomedov," ""Bullet""", Michal Oleksiejczuk, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/OLEKSIEJCZUK_MICHAL_R_08-03.png?itok=TPHUt0UN," ""Hussar"""
10,84, main_card, Bantamweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/VERA_MARLON_L_08-03.png?itok=9xx2Wr94, Marlon Vera," ""Chito""", Deiveson Figueiredo, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/FIGUEIREDO_DEIVESON_R_08-03.png?itok=WKBMRy5F," ""Deus da Guerra"""
10,85, main_card, Welterweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/FERGUSON_TONY_L_08-03.png?itok=LpL90Hrx, Tony Ferguson," ""El Cucuy""", Michael Chiesa, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/CHIESA_MICHAEL_R_08-03.png?itok=cP8akcKw," ""Maverick"""
10,86, main_card, Women's Strawweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/DERN_MACKENZIE_L_08-03.png?itok=MqOt2Z4Z, Mackenzie Dern, , Loopy Godinez, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/GODINEZ_LOOPY_R_08-03.png?itok=kp-QXG9U, 
10,87, main_card, Lightweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/ALVAREZ_JOEL_L_08-03.png?itok=PkT_8I4l, Joel Álvarez," ""El Fenomeno""", Elves Brener, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/BRENNER_ELVES_R_08-03.png?itok=1ETr7m1s, 
10,88, prelims, Light Heavyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/MURZAKANOV_AZAMAT_L_08-03.png?itok=jjK4l5Wo, Azamat Murzakanov," ""Professional""", Alonzo Menifield, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/MENIFIELD_ALONZO_R_08-03.png?itok=Z-ujt02W," ""Atomic"""
10,89, prelims, Lightweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/YAHYA_MOHAMMAD_L_08-03.png?itok=6JtiVVp3, Mohammad Yahya," ""The UAE Warrior""", Kauê Fernandes, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/FERNANDES_KAUE_R_08-03.png?itok=zjzyTkgV, 
10,90, prelims, Heavyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/GAZIEV_SHAMIL_L_08-03.png?itok=_Pezp3OU, Shamil Gaziev, , Don'Tale Mayes, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/MAYES_DONTALE_R_08-03.png?itok=DaXAtY5e," ""Lord Kong"""
10,91, prelims, Lightweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/KUTATELADZE_GURAM_L_08-03.png?itok=bXayJMc2, Guram Kutateladze," ""Georgian Viking""", Jordan Vucenic, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/VUCENIC_JORDAN_R_08-03.png?itok=SdqP_jrr," ""The Epidemic"""
10,92, prelims, Women's Strawweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/DUDAKOVA_VIKTORIIA_L_08-03.png?itok=QSJ1mU_d, Viktoriia Dudakova, , Sam Hughes, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/HUGHES_SAM_R_08-03.png?itok=9Bntbv74," ""Sampage"""
10,93, prelims, Lightweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/HERBERT_JAI_L_08-03.png?itok=Zcgt17HZ, Jai Herbert," ""Black Country Banger""", Rolando Bedoya, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/BEDOYA_ROLANDO_R_08-03.png?itok=7jv7f4Hq," ""The Machine """
10,94, prelims, Middleweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2023-03/DUMAS_SEDRIQUES_L_03-11.png?itok=gAlwxIJF, Sedriques Dumas," ""The Reaper""", Denis Tiuliulin, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-08/TIULIULIN_DENIS_R_08-03.png?itok=27fkMH3I, 
11,95, main_card, Welterweight Title Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/EDWARDS_LEON_L_08-20.png?itok=mtO9yAde, Leon Edwards," ""Rocky""", Belal Muhammad, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/MUHAMMAD_BELAL_R_07-27.png?itok=TTy00aqH," ""Remember The Name"""
11,96, main_card, Heavyweight Interim Title Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/ASPINALL_TOM_BELT_L_07-27.png?itok=R0bmd1U2, Tom Aspinall, , Curtis Blaydes, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/BLAYDES_CURTIS_R_07-27.png?itok=lSBWRp-V," ""Razor"""
11,97, main_card, Lightweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/GREEN_KING_L_07-27.png?itok=Jyjz6h2O, King Green," ""King""", Paddy Pimblett, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/PIMBLETT_PADDY_R_07-27.png?itok=ErFHldVX," ""The Baddy"""
11,98, main_card, Middleweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/DUNCAN_CHRISTIAN_LEROY_L_07-27.png?itok=CS75_UMw, Christian Leroy Duncan," ""CLD""", Gregory Rodrigues, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2022-06/eb3ddab2-8ca0-47b9-b531-e890a58efa2c%252FRODRIGUES_GREGORY_R_06-18.png?itok=IKumswEz," ""Robocop"""
11,99, main_card, Featherweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/ALLEN_ARNOLD_L_07-27.png?itok=VDfFLA_A, Arnold Allen," ""Almighty""", Giga Chikadze, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/CHIKADZE_GIGA_R_07-27.png?itok=f1tWV4Tg," ""Ninja"""
11,100, prelims, Featherweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/WOOD_NATHANIEL_L_07-27.png?itok=KwKnFoMB, Nathaniel Wood," ""The Prospect""", Daniel Pineda, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/PINEDA_DANIEL_R_07-27.png?itok=x-id0krR," ""The Pit"""
11,101, prelims, Women's Strawweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/MCCANN_MOLLY_L_07-27.png?itok=EefdWkL5, Molly McCann," ""Meatball""", Bruna Brasil, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/BRASIL_BRUNA_R_07-27.png?itok=GSOcnWNT, 
11,102, prelims, Bantamweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/HADLEY_JAKE_L_07-27.png?itok=RwBdxBre, Jake Hadley," ""White Kong""", Caolán Loughran, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/LOUGHRAN_CAOLAN_R_07-27.png?itok=R41tQHnw," ""The Don"""
11,103, prelims, Flyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2022-03/911ce7a0-a97f-497c-9a2d-b3bbfa3e50d8%252FMOKAEV_MUHAMMAD_L_03-19.png?itok=QZSQVqHf, Muhammad Mokaev," ""The Punisher""", Manel Kape, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/KAPE_MANEL_R_07-27.png?itok=FVKydLjn," ""StarBoy"""
11,104, early_prelims, Welterweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/ELLIOTT_OBAN_L_07-27.png?itok=E_vRXTGx, Oban Elliott," ""The Welsh Gangster""", Preston Parsons, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/PARSONS_PRESTON_R_07-27.png?itok=3_SvdqU_," ""Pressure"""
11,105, early_prelims, Light Heavyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/BUKAUSKAS_MODESTAS_L_07-27.png?itok=HFIAH3Tv, Modestas Bukauskas," ""The Baltic Gladiator""", Marcin Prachnio, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/PRACHNIO_MARCIN_R_07-27.png?itok=843qsQUS, 
11,106, early_prelims, Welterweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/PATTERSON_SAM_L_07-27.png?itok=aXLa18Zc, Sam Patterson, , Kiefer Crosbie, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/CROSBIE_KIEFER_R_07-27.png?itok=IQVy-adG," ""BDK"""
11,107, early_prelims, Heavyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/PARKIN_MICK_L_07-27.png?itok=l0AtairS, Mick Parkin, , Lukasz Brzeski, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/BRZESKI_LUKASZ_R_07-27.png?itok=oXRfFf0-," ""The Bull"""
11,108, early_prelims, Women's Strawweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/BANNON_SHAUNA_L_07-27.png?itok=jsM9WeIb, Shauna Bannon," ""Mama B """, Alice Ardelean, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/ARDELEAN_ALICE_R_07-27.png?itok=3S5qbN1y, 
12,109, main_card, Women's Strawweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/LEMOS_AMANDA_L_07-20.png?itok=SlWiXWDx, Amanda Lemos, , Virna Jandiroba, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/JANDIROBA_VIRNA_R_07-20.png?itok=WZZ7OKYD," ""Carcara"""
12,110, main_card, Featherweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/GARCIA_STEVE_L_07-20.png?itok=-QMfNfuY, Steve Garcia," ""Mean Machine""", Seungwoo Choi, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2022-07/4572b956-dfb6-4259-9ba5-5cf45eb2f6fb%252FCHOI_SEUNGWOO_R_06-11.png?itok=y8UU6T5_," ""Sting"""
12,111, main_card, Lightweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/HOLOBAUGH_KURT_L_07-20.png?itok=yYA7y3nv, Kurt Holobaugh, , Kaynan Kruschewsky, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/KRUSCHEWSKY_KAYNAN_R_07-20.png?itok=W_JzQ-I5," ""Bahia"""
12,112, main_card, Flyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/DURDEN_CODY_L_07-20.png?itok=TqP4U2te, Cody Durden, , Bruno Silva, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/SILVA_BRUNO_R_07-20.png?itok=dvWKLiL1," ""Bulldog"""
12,113, main_card, Featherweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/CHOI_DOOHOO_L_07-20.png?itok=7lpRGGYS, Dooho Choi," ""The Korean Superboy""", Bill Algeo, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/ALGEO_BILL_R_07-20.png?itok=Z7uOc045," ""Senor Perfecto"""
12,114, main_card, Featherweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/LEE_JEONGYEONG_L_07-20.png?itok=pEvULZYJ, JeongYeong Lee," ""Korean Tiger""", Hyder Amil, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/AMIL_HYDER_R_07-20.png?itok=1ldkcu7_," ""The Hurricane"""
12,115, prelims, Bantamweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/KELLEHER_BRIAN_L_07-20.png?itok=_FnHGH2b, Brian Kelleher," ""Boom""", Cody Gibson, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/GIBSON_CODY_R_07-20.png?itok=FanFOJOQ," ""The Renegade"""
12,116, prelims, Women's Flyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/MAVERICK_MIRANDA_L_07-20.png?itok=6dKG_i8-, Miranda Maverick," ""Fear The""", Dione Barbosa, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/BARBOSA_DIONE_R_07-20.png?itok=JqOmrfaW," ""The Witch"""
12,117, prelims, Lightweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/RADZHABOV_LOIK_L_07-20.png?itok=HTymr5cw, Loik Radzhabov," ""The Tajik Tank""", Trey Ogden, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/OGDEN_TREY_R_07-20.png?itok=Ga0cejV1," ""Shamurai"""
12,118, prelims, Women's Flyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/CAROLINA_LUANA_L_07-20.png?itok=fTVz84Iv, Luana Carolina," ""Dread""", Lucie Pudilova, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/PUDILOVA_LUCIE_R_07-20.png?itok=dII6CPcn, 
12,119, prelims, Heavyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/USMAN_MOHAMMAD_L_07-20.png?itok=Kv1j1onP, Mohammed Usman," ""The Motor""", Thomas Petersen, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/PETERSON_THOMAS_R_07-20.png?itok=JWs1j6Ls," ""The Train"""
13,120, main_card, Women's Flyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/NAMAJUNAS_ROSE_L_07-13.png?itok=74Mfyeek, Rose Namajunas," ""Thug""", Tracy Cortez, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/CORTEZ_TRACY_R_07-13.png?itok=rRVBNVeq, 
13,121, main_card, Welterweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/PONZINIBBIO_SANTIAGO_L_07-13.png?itok=76z3loAf, Santiago Ponzinibbio," ""Argentine Dagger""", Muslim Salikhov, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/SALIKHOV_MUSLIM_R_07-13.png?itok=3N9AXXJS," ""King of Kung Fu"""
13,122, main_card, Lightweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/DOBER_DREW_L_07-13.png?itok=0uoJCxOY, Drew Dober, , Jean Silva, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/SILVA_JEAN_R_07-13.png?itok=8occiIpk," ""Lord"""
13,123, main_card, Welterweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2023-07/BONFIM_GABRIEL_L_07_25.png?itok=O5S5_2SG, Gabriel Bonfim," ""Marretinha""", Ange Loosa, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/LOOSA_ANGE_R_07-13.png?itok=7rOWn_ny," ""The Last Ninja"""
13,124, main_card, Featherweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/EROSA_JULIAN_L_07-13.png?itok=45Y_FIzM, Julian Erosa," ""Juicy J""", Christian Rodriguez, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/RODRIGUEZ_CHRISTIAN_R_07-13.png?itok=w49hawmv, 
13,125, main_card, Middleweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/ALHASSAN_ABDUL_L_07-13.png?itok=xXp-0vLy, Abdul Razak Alhassan, , Cody Brundage, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/BRUNDAGE_CODY_R_07-13.png?itok=FaVo9bQD, 
13,126, prelims, Flyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/VAN_JOSHUA_L_07-13.png?itok=LovSlmru, Joshua Van," ""The Fearless""", Charles Johnson, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/JOHNSON_CHARLES_R_07-13.png?itok=UZ3nMHKS," ""Inner G"""
13,127, prelims, Women's Flyweight Bout , https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/JASUDAVICIUS_JASMINE_L_07-13.png?itok=hB42VZBq, Jasmine Jasudavicius, , Fatima Kline, https://dmxg5wxfqgb4u.cloudfront.net/styles/event_fight_card_upper_body_of_standing_athlete/s3/2024-07/KLINE_FATIMA_R_07-13.png?itok=DD2SDRRq," ""The Archangel"""
