First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
Trevin,Jones,5 Star,"5' 7""",135 lbs.,"70.0""",Southpaw,13,10,0,0,2.13,37%,4.29,39%,0.62,15%,60%,0.2,23,BantamWeight,1804
Mason,Jones,Dragon,"5' 10""",155 lbs.,"74.0""",Orthodox,11,2,0,0,5.61,44%,4.94,46%,3.16,45%,80%,0.0,13,LightWeight,1805
Craig,Jones,,--,205 lbs.,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,LightHeavyWeight,1806
Jacobi,Jones,Big Toe,"5' 9""",155 lbs.,"72.0""",Orthodox,6,2,0,0,5.87,46%,7.60,48%,0.00,0%,33%,0.0,8,LightWeight,1807
Jocelyn,Jones-Lybarger,,"5' 7""",115 lbs.,"64.0""",Orthodox,6,4,0,0,2.96,31%,4.83,56%,0.34,25%,81%,0.0,10,StrawWeight,1808
Kevin,Jordan,The Shaman,"6' 3""",245 lbs.,--,Orthodox,11,9,0,0,2.00,40%,1.91,55%,0.00,0%,77%,0.6,20,HeavyWeight,1809
Joe,Jordan,,"5' 6""",155 lbs.,--,Orthodox,49,14,2,0,1.85,25%,4.27,59%,0.00,0%,66%,0.0,65,LightWeight,1810
Shawn,Jordan,The Savage,"6' 0""",260 lbs.,"75.0""",Southpaw,19,8,0,0,2.87,50%,3.30,47%,1.97,38%,76%,0.1,27,HeavyWeight,1811
Ivan,Jorge,Batman,"5' 9""",155 lbs.,"73.0""",Orthodox,27,7,0,0,3.41,49%,2.91,59%,1.56,16%,75%,0.6,34,LightWeight,1812
Scott,Jorgensen,Young Guns,"5' 5""",135 lbs.,"66.0""",Orthodox,15,12,0,0,3.37,40%,3.41,65%,2.61,45%,59%,0.7,27,BantamWeight,1813
Gareth,Joseph,,--,205 lbs.,--,,9,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,LightHeavyWeight,1814
Dwight,Joseph,,"5' 6""",135 lbs.,--,Switch,5,0,0,0,2.60,52%,2.87,55%,1.00,20%,20%,1.0,5,BantamWeight,1815
Jeff,Joslin,The Inferno,"6' 0""",170 lbs.,--,Orthodox,5,3,0,0,2.17,39%,1.57,65%,0.50,33%,64%,0.5,8,WelterWeight,1816
Krzysztof,Jotko,,"6' 1""",185 lbs.,"77.0""",Southpaw,24,6,0,0,2.98,42%,2.23,57%,1.33,39%,82%,0.1,30,MiddleWeight,1817
Alan,Jouban,Brahma,"6' 0""",170 lbs.,"73.0""",Southpaw,17,7,0,0,5.67,50%,3.77,60%,0.51,44%,58%,0.3,24,WelterWeight,1818
Charles,Jourdain,Air,"5' 9""",145 lbs.,"69.0""",Switch,15,7,1,0,5.56,48%,4.31,57%,0.09,10%,48%,0.6,23,FeatherWeight,1819
Kevin,Jousset,Air,"6' 2""",170 lbs.,"75.0""",Orthodox,10,2,0,0,8.23,55%,5.10,53%,1.51,66%,100%,0.8,12,WelterWeight,1820
Mike,Joy,,"5' 6""",155 lbs.,--,Southpaw,11,8,0,0,0.57,33%,1.71,47%,0.78,33%,0%,2.3,19,LightWeight,1821
Dustin,Joynson,,"6' 6""",244 lbs.,"78.0""",Orthodox,5,0,0,0,3.28,53%,5.63,47%,0.00,0%,0%,0.0,5,HeavyWeight,1822
Tony,Juarez,,--,155 lbs.,--,,1,12,0,0,0.89,25%,10.34,38%,4.43,100%,66%,0.0,13,LightWeight,1823
Jesse,Juarez,,"6' 1""",170 lbs.,--,Orthodox,23,12,0,0,1.71,48%,2.87,52%,2.69,33%,50%,0.0,35,WelterWeight,1824
Ernie,Juarez,Young Titan,--,145 lbs.,--,,8,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,FeatherWeight,1825
Anshul,Jubli,King of Lions,"6' 0""",155 lbs.,"69.0""",Switch,7,1,0,0,6.48,46%,5.61,51%,0.82,18%,63%,0.4,8,LightWeight,1826
Carli,Judice,Crispy,"5' 7""",125 lbs.,"68.0""",Southpaw,3,1,0,0,11.20,57%,12.27,54%,0.00,0%,50%,0.0,4,FlyWeight,1827
Steve,Judson,,"5' 11""",230 lbs.,--,Orthodox,0,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,HeavyWeight,1828
Luke,Jumeau,The Jedi,"5' 11""",170 lbs.,"72.0""",Orthodox,13,5,0,0,2.93,43%,3.17,58%,0.25,100%,86%,0.0,18,WelterWeight,1829
Bu-Kyung,Jung,,"5' 7""",154 lbs.,--,Orthodox,0,4,0,0,0.63,36%,1.85,56%,1.10,75%,0%,1.5,4,LightWeight,1830
Chan Sung,Jung,The Korean Zombie,"5' 7""",145 lbs.,"72.0""",Orthodox,17,8,0,0,3.93,41%,4.52,52%,0.70,44%,72%,0.6,25,FeatherWeight,1831
Young Sam,Jung,,"5' 8""",139 lbs.,--,Orthodox,4,8,0,0,0.53,9%,2.79,63%,0.00,0%,0%,2.0,12,FeatherWeight,1832
Da Woon,Jung,Sseda,"6' 4""",205 lbs.,"78.0""",Orthodox,15,5,1,0,3.49,43%,3.89,51%,1.90,50%,77%,0.2,21,LightHeavyWeight,1833
Scott,Junk,,"6' 1""",265 lbs.,--,Orthodox,8,3,1,0,5.13,60%,1.81,45%,0.00,0%,0%,0.0,12,HeavyWeight,1834
Myles,Jury,Fury,"5' 10""",145 lbs.,"73.0""",Orthodox,17,4,0,0,2.94,42%,2.16,66%,2.16,55%,50%,0.3,21,FeatherWeight,1835
Cristiane,Justino,Cyborg,"5' 8""",145 lbs.,"68.0""",Orthodox,21,2,0,0,7.28,52%,2.25,64%,0.66,55%,94%,0.4,23,FeatherWeight,1836
Patrick,Kaase,Kamikaze,"5' 9""",185 lbs.,--,,1,2,0,0,4.40,67%,0.53,50%,0.00,0%,50%,0.0,3,MiddleWeight,1837
Emily,Kagan,,"5' 3""",115 lbs.,--,,3,3,0,0,2.60,36%,5.29,38%,1.86,14%,50%,0.0,6,StrawWeight,1838
Oron,Kahlon,,"5' 8""",135 lbs.,"70.0""",Orthodox,16,1,0,0,0.85,37%,4.93,36%,0.00,0%,40%,0.0,17,BantamWeight,1839
,Kaiwen,The Underdog,"5' 9""",145 lbs.,"72.0""",Switch,12,6,0,0,4.32,49%,3.74,54%,0.78,33%,92%,0.0,18,FeatherWeight,1840
Sirwan,Kakai,Zohan,"5' 5""",135 lbs.,--,Orthodox,12,5,0,0,3.57,41%,4.63,62%,4.00,42%,83%,0.0,17,BantamWeight,1841
Saidyokub,Kakhramonov,,"5' 8""",135 lbs.,"69.0""",Orthodox,10,3,0,0,2.05,51%,0.88,58%,6.63,48%,83%,1.9,13,BantamWeight,1842
Geza,Kalman,,"6' 1""",200 lbs.,--,,4,9,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,LightHeavyWeight,1843
Bryson,Kamaka,,"5' 11""",170 lbs.,--,Orthodox,12,20,1,0,9.47,60%,12.63,0%,0.00,0%,100%,0.0,33,WelterWeight,1844
Kai,Kamaka,The Fighting Hawaiian,"5' 7""",145 lbs.,"69.0""",Orthodox,8,4,1,0,4.96,57%,5.29,55%,1.93,58%,52%,0.3,13,FeatherWeight,1845
Shuya,Kamikubo,Stealth,"5' 5""",135 lbs.,"68.0""",Switch,13,2,1,0,3.83,54%,4.90,47%,1.50,15%,0%,0.5,16,BantamWeight,1846
Martin,Kampmann,The Hitman,"6' 0""",170 lbs.,"72.0""",Orthodox,20,7,0,0,3.22,42%,3.28,62%,1.86,41%,78%,2.0,27,WelterWeight,1847
Koya,Kanda,Bushido,"5' 9""",145 lbs.,"75.0""",Southpaw,12,5,0,0,3.63,41%,2.90,53%,2.00,18%,100%,0.0,17,FeatherWeight,1848
Bharat,Kandare,Daring,"5' 7""",135 lbs.,"72.0""",Orthodox,5,3,0,0,0.70,10%,1.88,72%,0.00,0%,0%,0.0,8,BantamWeight,1849
Hiromitsu,Kanehara,,"5' 10""",200 lbs.,--,Orthodox,19,27,5,0,0.76,22%,4.39,40%,0.00,0%,40%,0.4,51,LightHeavyWeight,1850
Masanori,Kanehara,,"5' 7""",135 lbs.,"67.0""",Orthodox,26,12,5,0,1.88,49%,1.63,62%,1.44,50%,63%,0.9,43,BantamWeight,1851
Ken,Kaneko,,"6' 0""",161 lbs.,--,Orthodox,0,3,0,0,0.00,0%,0.94,42%,0.00,0%,0%,3.5,3,WelterWeight,1852
Denis,Kang,,"5' 11""",185 lbs.,"77.0""",Orthodox,35,16,2,0,2.27,35%,1.65,67%,2.51,65%,38%,1.2,53,MiddleWeight,1853
Kyung Ho,Kang,Mr. Perfect,"5' 9""",135 lbs.,"73.0""",Orthodox,19,10,0,0,3.35,48%,3.33,55%,1.87,57%,68%,0.8,29,BantamWeight,1854
Manel,Kape,StarBoy,"5' 5""",125 lbs.,"68.0""",Southpaw,19,6,0,0,5.12,54%,4.51,59%,0.65,37%,77%,0.4,25,FlyWeight,1855
David,Kaplan,Diamond,"5' 7""",155 lbs.,--,Orthodox,3,4,0,0,2.88,46%,4.32,67%,4.88,43%,0%,0.7,7,LightWeight,1856
Kai,Kara-France,Don't Blink,"5' 4""",125 lbs.,"69.0""",Orthodox,24,11,0,0,4.57,39%,3.24,65%,0.63,33%,88%,0.0,35,FlyWeight,1857
Georgi,Karakhanyan,Insane,"5' 8""",145 lbs.,--,,26,7,1,0,4.49,39%,5.00,54%,1.41,50%,33%,1.9,34,FeatherWeight,1858
Alex,Karalexis,The Assassin,"5' 8""",155 lbs.,"66.0""",Orthodox,10,6,0,0,2.57,42%,2.39,54%,2.70,45%,86%,0.9,16,LightWeight,1859
Ernesta,Kareckaite,Heavy-Handed,"5' 9""",125 lbs.,"71.0""",Orthodox,5,1,1,0,7.90,42%,6.90,43%,1.00,66%,86%,0.0,7,FlyWeight,1860
Impa,Kasanganay,Tshilobo,"5' 11""",170 lbs.,"75.0""",Orthodox,9,2,0,0,4.96,48%,3.66,58%,1.75,58%,66%,0.2,11,WelterWeight,1861
Jinnosuke,Kashimura,,"5' 7""",155 lbs.,"71.0""",Southpaw,4,2,0,0,0.21,50%,7.37,25%,3.16,100%,0%,6.3,6,LightWeight,1862
Nadia,Kassem,,"5' 5""",125 lbs.,"66.0""",Southpaw,5,2,0,0,3.13,41%,4.48,48%,0.46,33%,40%,2.8,7,FlyWeight,1863
Yusuke,Kasuya,,"5' 7""",155 lbs.,--,Southpaw,9,3,0,0,2.17,44%,4.34,48%,1.36,33%,0%,0.0,12,LightWeight,1864
Tetsuji,Kato,,--,155 lbs.,--,Orthodox,20,10,0,0,1.20,29%,2.10,70%,2.00,57%,80%,0.5,30,LightWeight,1865
Hisaki,Kato,,"6' 0""",185 lbs.,--,,8,2,0,0,2.80,48%,1.72,68%,1.62,100%,0%,0.0,10,MiddleWeight,1866
Brad,Katona,Superman,"5' 6""",135 lbs.,"64.0""",Orthodox,15,3,0,0,4.71,49%,4.98,48%,1.50,27%,52%,0.0,18,BantamWeight,1867
Calvin,Kattar,,"5' 11""",145 lbs.,"72.0""",Orthodox,23,8,0,0,4.76,39%,6.75,54%,0.39,29%,72%,0.1,31,FeatherWeight,1868
Sarah,Kaufman,,"5' 5""",135 lbs.,"66.0""",Orthodox,18,4,0,0,6.65,46%,4.00,62%,0.38,57%,81%,0.0,22,BantamWeight,1869
Lone'er,Kavanagh,,--,125 lbs.,--,,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,FlyWeight,1870
Yusuke,Kawaguchi,,"6' 0""",255 lbs.,--,,18,12,0,0,2.87,47%,3.93,50%,0.00,0%,72%,0.0,30,HeavyWeight,1871
Canaan,Kawaihae,,"6' 0""",145 lbs.,"71.0""",Southpaw,6,2,0,0,2.83,51%,4.59,36%,0.00,0%,100%,0.0,8,FeatherWeight,1872
Tatsuya,Kawajiri,Crusher,"5' 7""",145 lbs.,"69.0""",Orthodox,36,11,2,0,2.04,44%,2.01,50%,3.63,48%,63%,1.1,49,FeatherWeight,1873
Ryo,Kawamura,,"5' 11""",205 lbs.,--,Orthodox,18,9,4,0,0.60,16%,3.93,39%,0.00,0%,6%,0.0,31,LightHeavyWeight,1874
Masuto,Kawana,Mast,"5' 6""",145 lbs.,"69.0""",Orthodox,10,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,FeatherWeight,1875
Doug,Kay,,--,--,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,HeavyWeight,1876
Toshiomi,Kazama,,"5' 7""",135 lbs.,"69.0""",Orthodox,10,4,0,0,2.22,54%,3.94,45%,1.51,13%,66%,0.0,14,BantamWeight,1877
Julie,Kedzie,,"5' 5""",135 lbs.,--,Orthodox,16,13,0,0,2.90,36%,3.18,46%,1.14,23%,78%,0.0,29,BantamWeight,1878
Ryan,Keenan,,"5' 10""",170 lbs.,--,,6,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,WelterWeight,1879
CJ,Keith,,"6' 0""",155 lbs.,--,Orthodox,8,4,0,0,0.86,50%,1.82,50%,0.00,0%,62%,0.0,12,LightWeight,1880
Chris,Kelades,The Greek Assassin,"5' 7""",125 lbs.,"68.0""",Orthodox,9,3,0,0,2.40,43%,2.64,48%,1.04,18%,53%,0.3,12,FlyWeight,1881
Brian,Kelleher,Boom,"5' 6""",135 lbs.,"66.0""",Switch,24,15,0,0,3.39,41%,4.64,54%,1.74,41%,60%,0.7,39,BantamWeight,1882
Mayana,Kellem,,"5' 5""",135 lbs.,--,Orthodox,7,1,0,0,1.94,22%,2.90,62%,0.00,0%,0%,0.0,8,BantamWeight,1883
Tony,Kelley,Primetime,"5' 9""",135 lbs.,"70.0""",Switch,8,3,0,0,5.55,47%,4.85,45%,0.00,0%,52%,1.4,11,BantamWeight,1884
Paul,Kelly,,"5' 9""",155 lbs.,"70.0""",Orthodox,14,5,0,0,3.22,37%,2.61,59%,1.34,60%,30%,1.5,19,LightWeight,1885
John,Kelly,,"5' 9""",170 lbs.,--,,5,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,WelterWeight,1886
Daniel,Kelly,,"6' 0""",185 lbs.,"70.0""",Southpaw,13,4,0,0,3.62,38%,4.64,61%,1.86,34%,78%,0.3,17,MiddleWeight,1887
Tim,Kennedy,,"5' 11""",185 lbs.,"74.0""",Orthodox,18,6,0,0,2.78,47%,1.84,62%,2.58,35%,70%,0.7,24,MiddleWeight,1888
Steve,Kennedy,The Steamrolla,"5' 11""",170 lbs.,--,Orthodox,24,8,0,0,2.28,35%,5.52,45%,2.51,33%,0%,0.0,32,WelterWeight,1889
Jeremy,Kennedy,JBC,"5' 11""",145 lbs.,"71.0""",Orthodox,11,1,0,0,2.22,46%,2.58,47%,5.73,52%,66%,0.0,12,FeatherWeight,1890
Waylon,Kennell,,"6' 0""",185 lbs.,--,,6,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,MiddleWeight,1891
Casey,Kenney,,"5' 7""",135 lbs.,"68.0""",Southpaw,16,4,1,0,4.85,42%,4.67,58%,1.09,35%,61%,0.4,21,BantamWeight,1892
Maimaitituoheti,Keremuaili,Kyrgyz Mountain Eagle,"5' 6""",135 lbs.,"66.0""",Orthodox,26,11,0,0,1.47,52%,1.67,37%,1.00,33%,84%,0.0,37,BantamWeight,1893
Aurelijus,Kerpe,,--,--,--,Orthodox,11,22,0,0,1.26,16%,8.21,31%,0.00,0%,0%,0.0,33,HeavyWeight,1894
Mark,Kerr,The Smashing Machine,"6' 3""",266 lbs.,--,Switch,15,11,0,0,0.28,41%,0.89,28%,2.92,77%,0%,0.4,26,HeavyWeight,1895
Will,Kerr,,"5' 10""",155 lbs.,"69.0""",Orthodox,9,3,0,0,1.91,42%,6.22,33%,0.00,0%,0%,14.3,12,LightWeight,1896
Ron,Keslar,,--,185 lbs.,--,,11,9,0,0,0.00,0%,2.05,60%,0.00,0%,100%,7.7,20,MiddleWeight,1897
Rustam,Khabilov,Tiger,"5' 8""",155 lbs.,"73.0""",Orthodox,24,4,0,0,1.98,34%,2.16,65%,3.95,41%,61%,0.1,28,LightWeight,1898
Adam,Khaliev,,"6' 0""",170 lbs.,--,Orthodox,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,WelterWeight,1899
Sergey,Khandozhko,Honda,"6' 1""",170 lbs.,"74.0""",Orthodox,28,6,1,0,3.41,41%,2.37,60%,0.76,28%,61%,0.0,35,WelterWeight,1900
Sergei,Kharitonov,,"6' 0""",245 lbs.,--,Orthodox,26,6,0,0,3.90,44%,3.03,54%,1.16,53%,70%,1.0,32,HeavyWeight,1901
Alfred,Khashakyan,The Fearless,"5' 8""",135 lbs.,"70.0""",Orthodox,8,3,0,0,6.14,42%,6.38,40%,3.54,25%,0%,0.0,11,BantamWeight,1902
Aliaskhab,Khizriev,Black Wolf,"5' 9""",185 lbs.,"74.0""",Southpaw,14,0,0,0,6.01,64%,4.38,61%,5.64,60%,100%,3.8,14,MiddleWeight,1903
WonBin,Ki,The Danger,"5' 11""",155 lbs.,"73.0""",Orthodox,18,9,0,0,5.47,47%,3.24,55%,0.00,0%,0%,0.0,27,LightWeight,1904
Pannie,Kianzad,Banzai,"5' 7""",135 lbs.,"66.0""",Orthodox,17,8,0,0,4.74,49%,3.67,53%,0.46,33%,66%,0.1,25,BantamWeight,1905
Akira,Kikuchi,,"5' 8""",155 lbs.,--,Orthodox,16,4,0,0,3.67,56%,0.40,14%,2.00,40%,100%,0.0,20,LightWeight,1906
Katsunori,Kikuno,,"5' 8""",145 lbs.,"66.0""",Orthodox,24,8,2,0,2.64,40%,2.47,61%,1.88,75%,76%,0.8,34,FeatherWeight,1907
Sanae,Kikuta,,"5' 9""",200 lbs.,--,Orthodox,31,9,3,0,0.70,45%,0.90,52%,1.60,63%,25%,1.8,43,LightHeavyWeight,1908
Jacob,Kilburn,The Killer,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0,0,2.56,33%,6.78,35%,0.51,5%,20%,0.5,12,FeatherWeight,1909
Dong Hyun,Kim,Stun Gun,"6' 2""",170 lbs.,"76.0""",Southpaw,22,4,1,0,2.12,49%,1.89,58%,2.93,43%,71%,0.6,27,WelterWeight,1910
Jin Oh,Kim,,"5' 9""",205 lbs.,--,Orthodox,0,4,0,0,5.06,25%,8.43,50%,0.00,0%,66%,0.0,4,LightHeavyWeight,1911
Dae Won,Kim,,"5' 11""",180 lbs.,--,Orthodox,11,7,0,0,1.75,32%,2.51,36%,3.43,42%,0%,0.0,18,MiddleWeight,1912
Jong Wang,Kim,,"6' 1""",240 lbs.,--,,13,23,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,36,HeavyWeight,1913
Jong Won,Kim,,"5' 7""",139 lbs.,--,Orthodox,0,1,0,0,0.84,15%,3.28,63%,2.81,100%,0%,0.0,1,FeatherWeight,1914
Min Soo,Kim,,"6' 1""",255 lbs.,--,Southpaw,3,7,0,0,0.87,100%,3.48,20%,0.00,0%,0%,0.0,10,HeavyWeight,1915
Jong Man,Kim,Special Force,"5' 7""",139 lbs.,--,Orthodox,23,11,3,0,1.33,21%,3.00,60%,0.00,0%,0%,0.0,37,FeatherWeight,1916
Ji Yeon,Kim,Firefist,"5' 7""",125 lbs.,"72.0""",Orthodox,9,7,2,0,5.37,36%,5.41,56%,0.00,0%,50%,0.1,18,FlyWeight,1917
MinWoo,Kim,Korean MOAI,"5' 8""",135 lbs.,"72.0""",Orthodox,10,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,BantamWeight,1918
HanSeul,Kim,Spade,"6' 1""",170 lbs.,"73.0""",Southpaw,13,6,0,0,6.93,45%,8.09,50%,0.00,0%,0%,4.0,19,WelterWeight,1919
KyeungPyo,Kim,Redhorse,"5' 9""",155 lbs.,"71.0""",Orthodox,11,4,0,0,6.77,46%,6.32,63%,3.87,40%,100%,0.0,15,LightWeight,1920
Sangwook,Kim,Frogman,"6' 0""",155 lbs.,"72.0""",Orthodox,9,3,0,0,5.57,51%,7.94,48%,1.65,18%,66%,0.8,12,LightWeight,1921
SangWon,Kim,No Problem,"5' 9""",145 lbs.,"69.0""",Orthodox,10,6,1,0,3.18,57%,3.73,58%,0.69,25%,72%,0.0,17,FeatherWeight,1922
KyuSung,Kim,,"5' 11""",125 lbs.,"69.0""",Orthodox,12,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,FlyWeight,1923
So Yul,Kim,,--,115 lbs.,--,,8,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,StrawWeight,1924
Jeremy,Kimball,,"6' 0""",205 lbs.,"72.0""",Switch,15,8,0,0,2.81,46%,3.84,49%,1.41,20%,50%,0.0,23,LightHeavyWeight,1925
Rob,Kimmons,The Rosedale Reaper,"5' 10""",185 lbs.,"73.0""",Orthodox,25,9,0,0,1.86,48%,4.79,38%,2.08,46%,25%,2.4,34,MiddleWeight,1926
Dustin,Kimura,The Diamond,"5' 7""",135 lbs.,"71.0""",Orthodox,11,3,0,0,1.33,21%,3.82,51%,0.93,37%,50%,2.2,14,BantamWeight,1927
Taiei,Kin,,"5' 11""",185 lbs.,--,Orthodox,6,3,0,0,2.71,60%,1.33,52%,0.00,0%,55%,0.0,9,MiddleWeight,1928
Mike,King,,"6' 3""",185 lbs.,--,,5,1,0,0,4.44,58%,1.29,72%,1.75,25%,40%,3.5,6,MiddleWeight,1929
Kyle,Kingsbury,Kingsbu,"6' 4""",205 lbs.,"79.0""",Orthodox,11,6,0,0,2.97,40%,3.81,51%,2.64,41%,52%,0.0,17,LightHeavyWeight,1930
Yusaku,Kinoshita,,"6' 0""",170 lbs.,"71.0""",Southpaw,6,3,0,0,4.65,50%,5.12,51%,0.00,0%,50%,0.0,9,WelterWeight,1931
Kamuela,Kirk,The Jawaiian,"5' 10""",155 lbs.,"75.0""",Switch,12,6,0,0,3.22,50%,5.87,40%,1.50,26%,47%,1.2,18,LightWeight,1932
Yurij,Kiseliov,Playboy,"5' 8""",185 lbs.,--,Orthodox,5,4,0,0,4.88,87%,0.00,0%,0.00,0%,50%,0.0,9,MiddleWeight,1933
Justine,Kish,,"5' 5""",125 lbs.,"64.0""",Orthodox,7,4,0,0,4.51,48%,4.59,57%,0.87,33%,50%,0.1,11,FlyWeight,1934
Koji,Kitao,,"6' 7""",350 lbs.,--,Southpaw,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,HeavyWeight,1935
Satoru,Kitaoka,,"5' 6""",154 lbs.,--,,40,14,9,0,0.68,33%,2.15,45%,0.62,10%,27%,2.1,63,LightWeight,1936
Top Noi,Kiwram,,"5' 5""",125 lbs.,"67.0""",Southpaw,9,5,0,0,4.47,59%,3.23,66%,2.72,85%,74%,0.0,14,FlyWeight,1937
Ludovit,Klein,Mr. Highlight,"5' 7""",155 lbs.,"72.0""",Southpaw,21,4,1,0,3.96,55%,3.74,53%,1.77,47%,83%,0.0,26,LightWeight,1938
Seth,Kleinbeck,Mass Destruction,"6' 2""",185 lbs.,--,,8,4,0,0,2.55,33%,2.42,40%,0.98,25%,90%,0.0,12,MiddleWeight,1939
Stefan,Klever,,--,185 lbs.,--,Orthodox,6,1,0,0,0.82,50%,3.84,58%,0.00,0%,0%,0.0,7,MiddleWeight,1940
Felix,Klinkhammer,,"6' 0""",170 lbs.,--,,7,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,WelterWeight,1941
Drakkar,Klose,,"5' 9""",155 lbs.,"70.0""",Orthodox,15,2,1,0,4.37,55%,3.46,51%,1.58,26%,69%,0.0,18,LightWeight,1942
Michael,Knaap,Hammer,"6' 2""",220 lbs.,--,Orthodox,18,22,3,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,43,HeavyWeight,1943
Kevin,Knabjian,,"5' 10""",170 lbs.,--,Orthodox,12,7,1,0,0.00,0%,15.56,22%,0.00,0%,100%,0.0,20,WelterWeight,1944
Jason,Knight,The Kid,"5' 10""",145 lbs.,"71.0""",Orthodox,20,5,0,0,2.95,33%,3.02,51%,1.31,31%,47%,1.7,25,FeatherWeight,1945
William,Knight,Knightmare,"5' 10""",205 lbs.,"73.0""",Orthodox,11,5,0,0,2.62,56%,3.30,35%,1.78,40%,48%,0.4,16,LightHeavyWeight,1946
Josefine,Knutsson,Thunder,"5' 3""",115 lbs.,"60.0""",Orthodox,7,0,0,0,3.73,52%,1.33,64%,2.67,72%,100%,0.0,7,StrawWeight,1947
Seok Hyeon,Ko,Incredible,--,170 lbs.,--,,10,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,WelterWeight,1948
Isao,Kobayashi,,"5' 8""",145 lbs.,--,,21,4,4,0,1.01,33%,1.66,45%,2.17,100%,100%,0.0,29,FeatherWeight,1949
Kelly,Kobold,Blood Red,"5' 6""",135 lbs.,--,Orthodox,19,3,1,0,2.33,21%,4.11,59%,1.67,11%,0%,0.0,23,BantamWeight,1950
Erik,Koch,Phoenix,"5' 10""",170 lbs.,"71.0""",Southpaw,16,6,0,0,2.33,42%,2.82,47%,1.02,42%,81%,1.0,22,WelterWeight,1951
Sokun,Koh,,"6' 1""",205 lbs.,--,,4,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,LightHeavyWeight,1952
Shingo,Kohara,,"5' 6""",135 lbs.,--,,1,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,BantamWeight,1953
Brad,Kohler,,"5' 9""",220 lbs.,--,Orthodox,12,15,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,27,HeavyWeight,1954
Charlie,Kohler,,"5' 9""",155 lbs.,--,Orthodox,8,4,1,0,0.81,33%,4.31,46%,0.00,0%,0%,4.0,13,LightWeight,1955
Tsuyoshi,Kohsaka,TK,"5' 11""",225 lbs.,--,Orthodox,27,19,2,0,1.88,38%,4.41,54%,1.32,20%,33%,0.4,48,HeavyWeight,1956
Kaloyan,Kolev,,"6' 2""",205 lbs.,"73.0""",Orthodox,10,1,0,0,1.12,45%,4.49,42%,10.11,60%,0%,0.0,11,LightHeavyWeight,1957
John,Kolosci,,"5' 11""",185 lbs.,--,Orthodox,15,9,0,0,0.21,20%,0.85,50%,0.00,0%,0%,0.0,24,MiddleWeight,1958
Yuki,Kondo,,"5' 11""",183 lbs.,--,Southpaw,60,33,9,0,1.14,42%,2.57,51%,0.76,41%,37%,0.5,102,MiddleWeight,1959
Syuri,Kondo,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,3,0,0,5.40,44%,7.22,58%,0.00,0%,83%,0.3,9,StrawWeight,1960
Cheick,Kongo,,"6' 4""",240 lbs.,"82.0""",Orthodox,27,10,2,0,3.33,56%,1.28,54%,2.30,56%,52%,0.2,39,HeavyWeight,1961
Andrei,Kopylov,,"6' 2""",265 lbs.,--,Orthodox,6,11,0,0,0.33,66%,4.31,40%,0.00,0%,0%,0.0,17,HeavyWeight,1962
Roman,Kopylov,,"6' 0""",185 lbs.,"75.0""",Southpaw,12,3,0,0,4.66,54%,4.10,60%,0.42,50%,87%,0.0,15,MiddleWeight,1963
Bruno,Korea,,"5' 6""",135 lbs.,"65.0""",,7,3,0,0,2.12,34%,3.96,42%,0.00,0%,25%,0.0,10,BantamWeight,1964
Andrey,Koreshkov,Spartan,"6' 0""",170 lbs.,--,,19,2,0,0,2.84,39%,1.92,63%,4.80,53%,0%,0.0,21,WelterWeight,1965
Josh,Koscheck,,"5' 10""",170 lbs.,"73.0""",Orthodox,17,11,0,0,1.79,36%,2.27,63%,2.46,48%,64%,0.4,28,WelterWeight,1966
